human,mouse,lemur
ENSG00000147586,ENSMUSG00000040269,ENSMICG00000044873
ENSG00000147588,ENSMUSG00000052468,ENSMICG00000038741
ENSG00000147592,ENSMUSG00000025937,ENSMICG00000048059
ENSG00000147601,ENSMUSG00000025925,ENSMICG00000034600
ENSG00000147606,ENSMUSG00000040569,ENSMICG00000012285
ENSG00000147614,ENSMUSG00000028238,ENSMICG00000006227
ENSG00000147642,ENSMUSG00000022340,ENSMICG00000013019
ENSG00000147647,ENSMUSG00000022304,ENSMICG00000013458
ENSG00000147649,ENSMUSG00000022255,ENSMICG00000010589
ENSG00000147650,ENSMUSG00000022305,ENSMICG00000048008
ENSG00000147654,ENSMUSG00000022339,ENSMICG00000013014
ENSG00000147655,ENSMUSG00000051920,ENSMICG00000010503
ENSG00000147676,ENSMUSG00000024479,ENSMICG00000043274
ENSG00000147677,ENSMUSG00000022312,ENSMICG00000037239
ENSG00000147679,ENSMUSG00000022313,ENSMICG00000034720
ENSG00000147684,ENSMUSG00000022354,ENSMICG00000017481
ENSG00000147687,ENSMUSG00000050891,ENSMICG00000017480
ENSG00000147689,ENSMUSG00000051225,ENSMICG00000010196
ENSG00000147724,ENSMUSG00000036800,ENSMICG00000005212
ENSG00000147789,ENSMUSG00000033669,ENSMICG00000000042
ENSG00000147799,ENSMUSG00000033697,ENSMICG00000015961
ENSG00000147804,ENSMUSG00000063354,ENSMICG00000015800
ENSG00000147813,ENSMUSG00000022574,ENSMICG00000001115
ENSG00000147852,ENSMUSG00000024924,ENSMICG00000005182
ENSG00000147854,ENSMUSG00000024817,ENSMICG00000036338
ENSG00000147862,ENSMUSG00000008575,ENSMICG00000005833
ENSG00000147869,ENSMUSG00000038192,ENSMICG00000001257
ENSG00000147872,ENSMUSG00000028494,ENSMICG00000005214
ENSG00000147874,ENSMUSG00000038047,ENSMICG00000033370
ENSG00000147883,ENSMUSG00000073802,ENSMICG00000031833
ENSG00000147889,ENSMUSG00000044303,ENSMICG00000005835
ENSG00000147894,ENSMUSG00000028300,ENSMICG00000004861
ENSG00000147905,ENSMUSG00000035649,ENSMICG00000003643
ENSG00000147912,ENSMUSG00000048232,ENSMICG00000003684
ENSG00000147955,ENSMUSG00000036078,ENSMICG00000042605
ENSG00000148053,ENSMUSG00000055254,ENSMICG00000011656
ENSG00000148057,ENSMUSG00000050002,ENSMICG00000004704
ENSG00000148082,ENSMUSG00000021448,ENSMICG00000036874
ENSG00000148090,ENSMUSG00000021460,ENSMICG00000045646
ENSG00000148110,ENSMUSG00000038212,ENSMICG00000013141
ENSG00000148120,ENSMUSG00000021458,ENSMICG00000001153
ENSG00000148123,ENSMUSG00000063446,ENSMICG00000035820
ENSG00000148143,ENSMUSG00000060206,ENSMICG00000008466
ENSG00000148154,ENSMUSG00000028381,ENSMICG00000009765
ENSG00000148158,ENSMUSG00000028385,ENSMICG00000001131
ENSG00000148175,ENSMUSG00000026880,ENSMICG00000037756
ENSG00000148180,ENSMUSG00000026879,ENSMICG00000003365
ENSG00000148187,ENSMUSG00000026887,ENSMICG00000016168
ENSG00000148200,ENSMUSG00000063972,ENSMICG00000002911
ENSG00000148204,ENSMUSG00000035403,ENSMICG00000000551
ENSG00000148218,ENSMUSG00000028393,ENSMICG00000015095
ENSG00000148219,ENSMUSG00000028373,ENSMICG00000004334
ENSG00000148225,ENSMUSG00000028391,ENSMICG00000015057
ENSG00000148229,ENSMUSG00000028394,ENSMICG00000035393
ENSG00000148248,ENSMUSG00000014867,ENSMICG00000037009
ENSG00000148288,ENSMUSG00000026829,ENSMICG00000010686
ENSG00000148290,ENSMUSG00000015790,ENSMICG00000007597
ENSG00000148291,ENSMUSG00000014873,ENSMICG00000007604
ENSG00000148296,ENSMUSG00000036160,ENSMICG00000046077
ENSG00000148297,ENSMUSG00000015776,ENSMICG00000028119
ENSG00000148300,ENSMUSG00000052406,ENSMICG00000008422
ENSG00000148308,ENSMUSG00000026816,ENSMICG00000010660
ENSG00000148331,ENSMUSG00000039483,ENSMICG00000007596
ENSG00000148334,ENSMUSG00000026820,ENSMICG00000009604
ENSG00000148335,ENSMUSG00000026857,ENSMICG00000029094
ENSG00000148337,ENSMUSG00000039205,ENSMICG00000003411
ENSG00000148339,ENSMUSG00000026819,ENSMICG00000012781
ENSG00000148341,ENSMUSG00000026860,ENSMICG00000005895
ENSG00000148343,ENSMUSG00000026858,ENSMICG00000033236
ENSG00000148344,ENSMUSG00000050737,ENSMICG00000035671
ENSG00000148346,ENSMUSG00000026822,ENSMICG00000003402
ENSG00000148356,ENSMUSG00000026792,ENSMICG00000002341
ENSG00000148358,ENSMUSG00000000194,ENSMICG00000009620
ENSG00000148384,ENSMUSG00000026925,ENSMICG00000005855
ENSG00000148396,ENSMUSG00000026924,ENSMICG00000005865
ENSG00000148399,ENSMUSG00000026975,ENSMICG00000042053
ENSG00000148400,ENSMUSG00000026923,ENSMICG00000009527
ENSG00000148408,ENSMUSG00000004113,ENSMICG00000047245
ENSG00000148411,ENSMUSG00000026932,ENSMICG00000047846
ENSG00000148426,ENSMUSG00000045319,ENSMICG00000032687
ENSG00000148429,ENSMUSG00000039046,ENSMICG00000014584
ENSG00000148444,ENSMUSG00000051154,ENSMICG00000047257
ENSG00000148450,ENSMUSG00000023094,ENSMICG00000003345
ENSG00000148459,ENSMUSG00000026784,ENSMICG00000007027
ENSG00000148468,ENSMUSG00000050530,ENSMICG00000002830
ENSG00000148481,ENSMUSG00000026767,ENSMICG00000004501
ENSG00000148482,ENSMUSG00000036949,ENSMICG00000005988
ENSG00000148483,ENSMUSG00000061531,ENSMICG00000047850
ENSG00000148484,ENSMUSG00000026727,ENSMICG00000011480
ENSG00000148488,ENSMUSG00000003418,ENSMICG00000046983
ENSG00000148498,ENSMUSG00000025812,ENSMICG00000008515
ENSG00000148516,ENSMUSG00000024238,ENSMICG00000006165
ENSG00000148541,ENSMUSG00000043259,ENSMICG00000001302
ENSG00000148572,ENSMUSG00000075000,ENSMICG00000030033
ENSG00000148584,ENSMUSG00000052595,ENSMICG00000003377
ENSG00000148600,ENSMUSG00000021803,ENSMICG00000011634
ENSG00000148602,ENSMUSG00000041044,ENSMICG00000042792
ENSG00000148604,ENSMUSG00000021804,ENSMICG00000011671
ENSG00000148606,ENSMUSG00000025280,ENSMICG00000005937
ENSG00000148634,ENSMUSG00000020064,ENSMICG00000007545
ENSG00000148655,ENSMUSG00000063458,ENSMICG00000010906
ENSG00000148660,ENSMUSG00000021820,ENSMICG00000008056
ENSG00000148677,ENSMUSG00000024803,ENSMICG00000012033
ENSG00000148680,ENSMUSG00000024798,ENSMICG00000011996
ENSG00000148688,ENSMUSG00000024800,ENSMICG00000012019
ENSG00000148700,ENSMUSG00000025026,ENSMICG00000006859
ENSG00000148702,ENSMUSG00000025075,ENSMICG00000016037
ENSG00000148704,ENSMUSG00000006270,ENSMICG00000036933
ENSG00000148719,ENSMUSG00000020109,ENSMICG00000033013
ENSG00000148730,ENSMUSG00000020091,ENSMICG00000043210
ENSG00000148734,ENSMUSG00000020090,ENSMICG00000045660
ENSG00000148735,ENSMUSG00000035818,ENSMICG00000016111
ENSG00000148737,ENSMUSG00000024985,ENSMICG00000030527
ENSG00000148773,ENSMUSG00000031004,ENSMICG00000042135
ENSG00000148795,ENSMUSG00000003555,ENSMICG00000012275
ENSG00000148798,ENSMUSG00000034336,ENSMICG00000000504
ENSG00000148814,ENSMUSG00000015980,ENSMICG00000036674
ENSG00000148824,ENSMUSG00000039018,ENSMICG00000043833
ENSG00000148826,ENSMUSG00000041309,ENSMICG00000026655
ENSG00000148832,ENSMUSG00000025464,ENSMICG00000009503
ENSG00000148834,ENSMUSG00000025068,ENSMICG00000026906
ENSG00000148835,ENSMUSG00000025049,ENSMICG00000012393
ENSG00000148840,ENSMUSG00000055491,ENSMICG00000011794
ENSG00000148842,ENSMUSG00000064105,ENSMICG00000012298
ENSG00000148843,ENSMUSG00000025047,ENSMICG00000012421
ENSG00000148848,ENSMUSG00000054555,ENSMICG00000006210
ENSG00000148925,ENSMUSG00000038187,ENSMICG00000001232
ENSG00000148926,ENSMUSG00000030790,ENSMICG00000033713
ENSG00000148935,ENSMUSG00000030498,ENSMICG00000031234
ENSG00000148942,ENSMUSG00000041644,ENSMICG00000035252
ENSG00000148943,ENSMUSG00000027162,ENSMICG00000005165
ENSG00000148948,ENSMUSG00000050587,ENSMICG00000047157
ENSG00000148950,ENSMUSG00000042670,ENSMICG00000030529
ENSG00000148965,ENSMUSG00000040017,ENSMICG00000005619
ENSG00000148985,ENSMUSG00000030990,ENSMICG00000003239
ENSG00000149016,ENSMUSG00000071645,ENSMICG00000009841
ENSG00000149084,ENSMUSG00000027195,ENSMICG00000014632
ENSG00000149089,ENSMUSG00000010911,ENSMICG00000003696
ENSG00000149090,ENSMUSG00000027188,ENSMICG00000003733
ENSG00000149091,ENSMUSG00000040479,ENSMICG00000006865
ENSG00000149100,ENSMUSG00000027170,ENSMICG00000035817
ENSG00000149115,ENSMUSG00000033955,ENSMICG00000004828
ENSG00000149131,ENSMUSG00000023224,ENSMICG00000031150
ENSG00000149136,ENSMUSG00000027067,ENSMICG00000004836
ENSG00000149150,ENSMUSG00000027075,ENSMICG00000004875
ENSG00000149177,ENSMUSG00000025314,ENSMICG00000005145
ENSG00000149179,ENSMUSG00000040591,ENSMICG00000007010
ENSG00000149187,ENSMUSG00000005506,ENSMICG00000045113
ENSG00000149201,ENSMUSG00000039391,ENSMICG00000000948
ENSG00000149212,ENSMUSG00000032009,ENSMICG00000008178
ENSG00000149231,ENSMUSG00000079084,ENSMICG00000009411
ENSG00000149243,ENSMUSG00000035298,ENSMICG00000045018
ENSG00000149256,ENSMUSG00000048078,ENSMICG00000015118
ENSG00000149257,ENSMUSG00000070436,ENSMICG00000015249
ENSG00000149260,ENSMUSG00000035547,ENSMICG00000013928
ENSG00000149269,ENSMUSG00000030774,ENSMICG00000015365
ENSG00000149273,ENSMUSG00000030744,ENSMICG00000030910
ENSG00000149289,ENSMUSG00000035164,ENSMICG00000011455
ENSG00000149292,ENSMUSG00000040219,ENSMICG00000004006
ENSG00000149294,ENSMUSG00000039542,ENSMICG00000003994
ENSG00000149295,ENSMUSG00000032259,ENSMICG00000004037
ENSG00000149300,ENSMUSG00000032062,ENSMICG00000047742
ENSG00000149305,ENSMUSG00000008590,ENSMICG00000010056
ENSG00000149308,ENSMUSG00000033054,ENSMICG00000000386
ENSG00000149311,ENSMUSG00000034218,ENSMICG00000013655
ENSG00000149313,ENSMUSG00000025894,ENSMICG00000032630
ENSG00000149328,ENSMUSG00000036395,ENSMICG00000010540
ENSG00000149346,ENSMUSG00000027281,ENSMICG00000005604
ENSG00000149357,ENSMUSG00000030842,ENSMICG00000010450
ENSG00000149380,ENSMUSG00000051048,ENSMICG00000002249
ENSG00000149403,ENSMUSG00000032017,ENSMICG00000011188
ENSG00000149418,ENSMUSG00000031995,ENSMICG00000008486
ENSG00000149428,ENSMUSG00000032115,ENSMICG00000002699
ENSG00000149451,ENSMUSG00000027318,ENSMICG00000002515
ENSG00000149452,ENSMUSG00000063796,ENSMICG00000006419
ENSG00000149474,ENSMUSG00000027425,ENSMICG00000014378
ENSG00000149476,ENSMUSG00000034371,ENSMICG00000013737
ENSG00000149480,ENSMUSG00000071646,ENSMICG00000044141
ENSG00000149483,ENSMUSG00000024666,ENSMICG00000047581
ENSG00000149485,ENSMUSG00000010663,ENSMICG00000013915
ENSG00000149488,ENSMUSG00000060332,ENSMICG00000016538
ENSG00000149489,ENSMUSG00000071648,ENSMICG00000041920
ENSG00000149499,ENSMUSG00000071647,ENSMICG00000009866
ENSG00000149503,ENSMUSG00000024660,ENSMICG00000005864
ENSG00000149516,ENSMUSG00000024681,ENSMICG00000035368
ENSG00000149527,ENSMUSG00000029055,ENSMICG00000001008
ENSG00000149532,ENSMUSG00000034820,ENSMICG00000013788
ENSG00000149534,ENSMUSG00000024680,ENSMICG00000031785
ENSG00000149541,ENSMUSG00000071649,ENSMICG00000009885
ENSG00000149547,ENSMUSG00000062762,ENSMICG00000026788
ENSG00000149548,ENSMUSG00000034303,ENSMICG00000032597
ENSG00000149557,ENSMUSG00000032118,ENSMICG00000003008
ENSG00000149564,ENSMUSG00000001946,ENSMICG00000044251
ENSG00000149571,ENSMUSG00000032036,ENSMICG00000014839
ENSG00000149573,ENSMUSG00000032092,ENSMICG00000042376
ENSG00000149575,ENSMUSG00000070304,ENSMICG00000048084
ENSG00000149577,ENSMUSG00000034908,ENSMICG00000002357
ENSG00000149582,ENSMUSG00000002032,ENSMICG00000015327
ENSG00000149591,ENSMUSG00000032085,ENSMICG00000002371
ENSG00000149596,ENSMUSG00000017817,ENSMICG00000008215
ENSG00000149599,ENSMUSG00000042662,ENSMICG00000027820
ENSG00000149600,ENSMUSG00000056941,ENSMICG00000006672
ENSG00000149633,ENSMUSG00000037813,ENSMICG00000013146
ENSG00000149634,ENSMUSG00000017767,ENSMICG00000043062
ENSG00000149636,ENSMUSG00000027635,ENSMICG00000002432
ENSG00000149646,ENSMUSG00000038085,ENSMICG00000001685
ENSG00000149651,ENSMUSG00000017310,ENSMICG00000004503
ENSG00000149654,ENSMUSG00000053166,ENSMICG00000029501
ENSG00000149657,ENSMUSG00000039108,ENSMICG00000014675
ENSG00000149658,ENSMUSG00000038848,ENSMICG00000032266
ENSG00000149679,ENSMUSG00000038990,ENSMICG00000029074
ENSG00000149716,ENSMUSG00000031072,ENSMICG00000003061
ENSG00000149735,ENSMUSG00000024784,ENSMICG00000001265
ENSG00000149743,ENSMUSG00000047656,ENSMICG00000016950
ENSG00000149761,ENSMUSG00000037349,ENSMICG00000033716
ENSG00000149781,ENSMUSG00000024965,ENSMICG00000016943
ENSG00000149782,ENSMUSG00000024960,ENSMICG00000016970
ENSG00000149806,ENSMUSG00000038274,ENSMICG00000016596
ENSG00000149809,ENSMUSG00000024799,ENSMICG00000016571
ENSG00000149823,ENSMUSG00000024797,ENSMICG00000016561
ENSG00000149922,ENSMUSG00000030699,ENSMICG00000009134
ENSG00000149923,ENSMUSG00000030697,ENSMICG00000009129
ENSG00000149925,ENSMUSG00000063129,ENSMICG00000009122
ENSG00000149926,ENSMUSG00000058966,ENSMICG00000038237
ENSG00000149927,ENSMUSG00000052301,ENSMICG00000037303
ENSG00000149929,ENSMUSG00000042606,ENSMICG00000036066
ENSG00000149930,ENSMUSG00000059981,ENSMICG00000009090
ENSG00000149932,ENSMUSG00000060538,ENSMICG00000009088
ENSG00000149948,ENSMUSG00000056758,ENSMICG00000029622
ENSG00000149968,ENSMUSG00000043613,ENSMICG00000006301
ENSG00000149970,ENSMUSG00000025658,ENSMICG00000002912
ENSG00000150048,ENSMUSG00000033082,ENSMICG00000004930
ENSG00000150051,ENSMUSG00000061013,ENSMICG00000028783
ENSG00000150054,ENSMUSG00000057440,ENSMICG00000000927
ENSG00000150093,ENSMUSG00000025809,ENSMICG00000008479
ENSG00000150201,ENSMUSG00000004988,ENSMICG00000043918
ENSG00000150275,ENSMUSG00000052613,ENSMICG00000008204
ENSG00000150281,ENSMUSG00000042340,ENSMICG00000043231
ENSG00000150316,ENSMUSG00000004096,ENSMICG00000042790
ENSG00000150337,ENSMUSG00000015947,ENSMICG00000033541
ENSG00000150347,ENSMUSG00000019947,ENSMICG00000035949
ENSG00000150361,ENSMUSG00000022076,ENSMICG00000005245
ENSG00000150394,ENSMUSG00000036510,ENSMICG00000009649
ENSG00000150401,ENSMUSG00000038506,ENSMICG00000046494
ENSG00000150403,ENSMUSG00000038497,ENSMICG00000013740
ENSG00000150433,ENSMUSG00000032121,ENSMICG00000002989
ENSG00000150455,ENSMUSG00000032041,ENSMICG00000015989
ENSG00000150456,ENSMUSG00000021951,ENSMICG00000004634
ENSG00000150457,ENSMUSG00000021959,ENSMICG00000033886
ENSG00000150459,ENSMUSG00000021963,ENSMICG00000046836
ENSG00000150471,ENSMUSG00000037605,ENSMICG00000005071
ENSG00000150477,ENSMUSG00000033632,ENSMICG00000006976
ENSG00000150510,ENSMUSG00000035184,ENSMICG00000008100
ENSG00000150540,ENSMUSG00000026986,ENSMICG00000042723
ENSG00000150551,ENSMUSG00000026344,ENSMICG00000029863
ENSG00000150556,ENSMUSG00000026765,ENSMICG00000016688
ENSG00000150593,ENSMUSG00000024975,ENSMICG00000008747
ENSG00000150625,ENSMUSG00000031517,ENSMICG00000003037
ENSG00000150627,ENSMUSG00000039375,ENSMICG00000001970
ENSG00000150628,ENSMUSG00000031518,ENSMICG00000001985
ENSG00000150630,ENSMUSG00000031520,ENSMICG00000031537
ENSG00000150637,ENSMUSG00000034028,ENSMICG00000029965
ENSG00000150656,ENSMUSG00000056162,ENSMICG00000015694
ENSG00000150667,ENSMUSG00000027344,ENSMICG00000003185
ENSG00000150672,ENSMUSG00000052572,ENSMICG00000009022
ENSG00000150676,ENSMUSG00000030617,ENSMICG00000017254
ENSG00000150681,ENSMUSG00000026357,ENSMICG00000006532
ENSG00000150687,ENSMUSG00000039405,ENSMICG00000026361
ENSG00000150712,ENSMUSG00000039458,ENSMICG00000002269
ENSG00000150722,ENSMUSG00000034683,ENSMICG00000034129
ENSG00000150750,ENSMUSG00000036027,ENSMICG00000028357
ENSG00000150753,ENSMUSG00000022234,ENSMICG00000000530
ENSG00000150756,ENSMUSG00000039065,ENSMICG00000043453
ENSG00000150760,ENSMUSG00000058325,ENSMICG00000006454
ENSG00000150764,ENSMUSG00000032064,ENSMICG00000015829
ENSG00000150768,ENSMUSG00000000168,ENSMICG00000015865
ENSG00000150773,ENSMUSG00000000167,ENSMICG00000015880
ENSG00000150776,ENSMUSG00000059820,ENSMICG00000026692
ENSG00000150779,ENSMUSG00000039016,ENSMICG00000031984
ENSG00000150782,ENSMUSG00000039217,ENSMICG00000045913
ENSG00000150787,ENSMUSG00000032067,ENSMICG00000008651
ENSG00000150867,ENSMUSG00000026737,ENSMICG00000003964
ENSG00000150893,ENSMUSG00000037016,ENSMICG00000003191
ENSG00000150907,ENSMUSG00000044167,ENSMICG00000028457
ENSG00000150938,ENSMUSG00000024074,ENSMICG00000045986
ENSG00000150961,ENSMUSG00000039234,ENSMICG00000009419
ENSG00000150967,ENSMUSG00000029408,ENSMICG00000006491
ENSG00000150990,ENSMUSG00000029480,ENSMICG00000005216
ENSG00000150995,ENSMUSG00000030102,ENSMICG00000004656
ENSG00000151006,ENSMUSG00000044139,ENSMICG00000035439
ENSG00000151012,ENSMUSG00000027737,ENSMICG00000005805
ENSG00000151014,ENSMUSG00000023087,ENSMICG00000046478
ENSG00000151023,ENSMUSG00000026679,ENSMICG00000011269
ENSG00000151025,ENSMUSG00000045967,ENSMICG00000014123
ENSG00000151062,ENSMUSG00000041460,ENSMICG00000005662
ENSG00000151065,ENSMUSG00000041477,ENSMICG00000005702
ENSG00000151067,ENSMUSG00000051331,ENSMICG00000005715
ENSG00000151079,ENSMUSG00000038077,ENSMICG00000043479
ENSG00000151090,ENSMUSG00000021779,ENSMICG00000048917
ENSG00000151092,ENSMUSG00000021785,ENSMICG00000049359
ENSG00000151093,ENSMUSG00000021786,ENSMICG00000049367
ENSG00000151116,ENSMUSG00000043262,ENSMICG00000041675
ENSG00000151117,ENSMUSG00000010307,ENSMICG00000046987
ENSG00000151131,ENSMUSG00000020255,ENSMICG00000011708
ENSG00000151136,ENSMUSG00000020042,ENSMICG00000007791
ENSG00000151148,ENSMUSG00000029577,ENSMICG00000017632
ENSG00000151150,ENSMUSG00000069601,ENSMICG00000031195
ENSG00000151151,ENSMUSG00000060733,ENSMICG00000044692
ENSG00000151176,ENSMUSG00000029598,ENSMICG00000012882
ENSG00000151208,ENSMUSG00000021782,ENSMICG00000005916
ENSG00000151224,ENSMUSG00000037798,ENSMICG00000007105
ENSG00000151229,ENSMUSG00000036298,ENSMICG00000034052
ENSG00000151233,ENSMUSG00000036197,ENSMICG00000008275
ENSG00000151239,ENSMUSG00000022451,ENSMICG00000032658
ENSG00000151240,ENSMUSG00000048264,ENSMICG00000005674
ENSG00000151247,ENSMUSG00000028156,ENSMICG00000001482
ENSG00000151276,ENSMUSG00000045095,ENSMICG00000009535
ENSG00000151287,ENSMUSG00000026049,ENSMICG00000010242
ENSG00000151292,ENSMUSG00000073563,ENSMICG00000014016
ENSG00000151304,ENSMUSG00000024528,ENSMICG00000042923
ENSG00000151320,ENSMUSG00000061603,ENSMICG00000027865
ENSG00000151322,ENSMUSG00000021010,ENSMICG00000031841
ENSG00000151332,ENSMUSG00000021028,ENSMICG00000013161
ENSG00000151338,ENSMUSG00000047022,ENSMICG00000003130
ENSG00000151348,ENSMUSG00000027198,ENSMICG00000014680
ENSG00000151360,ENSMUSG00000020636,ENSMICG00000016182
ENSG00000151364,ENSMUSG00000051727,ENSMICG00000044183
ENSG00000151366,ENSMUSG00000030647,ENSMICG00000041506
ENSG00000151376,ENSMUSG00000030621,ENSMICG00000000951
ENSG00000151388,ENSMUSG00000047497,ENSMICG00000005612
ENSG00000151413,ENSMUSG00000035142,ENSMICG00000034340
ENSG00000151414,ENSMUSG00000026393,ENSMICG00000029301
ENSG00000151418,ENSMUSG00000026394,ENSMICG00000009388
ENSG00000151422,ENSMUSG00000000127,ENSMICG00000002614
ENSG00000151445,ENSMUSG00000021038,ENSMICG00000009084
ENSG00000151458,ENSMUSG00000044864,ENSMICG00000014015
ENSG00000151461,ENSMUSG00000043241,ENSMICG00000001716
ENSG00000151465,ENSMUSG00000039128,ENSMICG00000004919
ENSG00000151466,ENSMUSG00000059834,ENSMICG00000017457
ENSG00000151468,ENSMUSG00000026676,ENSMICG00000027860
ENSG00000151470,ENSMUSG00000025766,ENSMICG00000042663
ENSG00000151474,ENSMUSG00000026657,ENSMICG00000006587
ENSG00000151475,ENSMUSG00000069041,ENSMICG00000035863
ENSG00000151490,ENSMUSG00000030223,ENSMICG00000001958
ENSG00000151491,ENSMUSG00000015766,ENSMICG00000001968
ENSG00000151498,ENSMUSG00000031969,ENSMICG00000005045
ENSG00000151500,ENSMUSG00000035443,ENSMICG00000005039
ENSG00000151502,ENSMUSG00000031988,ENSMICG00000030270
ENSG00000151503,ENSMUSG00000035024,ENSMICG00000005023
ENSG00000151532,ENSMUSG00000024983,ENSMICG00000047275
ENSG00000151552,ENSMUSG00000015806,ENSMICG00000000596
ENSG00000151553,ENSMUSG00000033478,ENSMICG00000016302
ENSG00000151572,ENSMUSG00000035189,ENSMICG00000015692
ENSG00000151575,ENSMUSG00000090626,ENSMICG00000028185
ENSG00000151576,ENSMUSG00000022704,ENSMICG00000049101
ENSG00000151577,ENSMUSG00000022705,ENSMICG00000049039
ENSG00000151611,ENSMUSG00000037022,ENSMICG00000000564
ENSG00000151612,ENSMUSG00000071064,ENSMICG00000000567
ENSG00000151615,ENSMUSG00000031688,ENSMICG00000034755
ENSG00000151617,ENSMUSG00000031616,ENSMICG00000000581
ENSG00000151623,ENSMUSG00000031618,ENSMICG00000041449
ENSG00000151640,ENSMUSG00000025478,ENSMICG00000000578
ENSG00000151655,ENSMUSG00000037254,ENSMICG00000008230
ENSG00000151657,ENSMUSG00000037262,ENSMICG00000008248
ENSG00000151665,ENSMUSG00000024145,ENSMICG00000009128
ENSG00000151687,ENSMUSG00000039342,ENSMICG00000000818
ENSG00000151689,ENSMUSG00000026102,ENSMICG00000010497
ENSG00000151690,ENSMUSG00000041439,ENSMICG00000007291
ENSG00000151692,ENSMUSG00000020642,ENSMICG00000006187
ENSG00000151693,ENSMUSG00000052632,ENSMICG00000002345
ENSG00000151694,ENSMUSG00000052593,ENSMICG00000002380
ENSG00000151702,ENSMUSG00000016087,ENSMICG00000016730
ENSG00000151704,ENSMUSG00000041248,ENSMICG00000034245
ENSG00000151715,ENSMUSG00000041737,ENSMICG00000013858
ENSG00000151718,ENSMUSG00000031563,ENSMICG00000014921
ENSG00000151726,ENSMUSG00000018796,ENSMICG00000013092
ENSG00000151729,ENSMUSG00000031633,ENSMICG00000006136
ENSG00000151743,ENSMUSG00000068250,ENSMICG00000034335
ENSG00000151746,ENSMUSG00000003452,ENSMICG00000014915
ENSG00000151748,ENSMUSG00000021067,ENSMICG00000005455
ENSG00000151773,ENSMUSG00000034795,ENSMICG00000028774
ENSG00000151778,ENSMUSG00000052584,ENSMICG00000047343
ENSG00000151779,ENSMUSG00000020576,ENSMICG00000001009
ENSG00000151790,ENSMUSG00000028011,ENSMICG00000013444
ENSG00000151806,ENSMUSG00000029208,ENSMICG00000016714
ENSG00000151812,ENSMUSG00000021852,ENSMICG00000005305
ENSG00000151835,ENSMUSG00000048279,ENSMICG00000034895
ENSG00000151838,ENSMUSG00000021086,ENSMICG00000012495
ENSG00000151849,ENSMUSG00000064128,ENSMICG00000010400
ENSG00000151881,ENSMUSG00000074634,ENSMICG00000006817
ENSG00000151882,ENSMUSG00000074715,ENSMICG00000045487
ENSG00000151883,ENSMUSG00000021725,ENSMICG00000002481
ENSG00000151892,ENSMUSG00000025089,ENSMICG00000015547
ENSG00000151893,ENSMUSG00000033417,ENSMICG00000007500
ENSG00000151914,ENSMUSG00000026131,ENSMICG00000011069
ENSG00000151917,ENSMUSG00000042182,ENSMICG00000037952
ENSG00000151923,ENSMUSG00000030846,ENSMICG00000037857
